bigg_id,chebi
pa180_c,83774
pac_c,8085
pacald_c,8084
pan4p_c,7914
pap_c,58343
pg140_c,60723
pg160_c,75159
phaccoa_c,8086
pheme_c,60344
phetrna_c,6283
phpyr_c,8105
phthr_c,7690
pi_c,7793
pnto__R_c,7916
poaac_c,59892
ppal_c,8468
ppcoa_c,8479
ppi_c,8683
pram_c,58681
pran_c,7091
prbamp_c,8166
prbatp_c,8167
ps160_c,84523
ps180_c,84519
pyam5p_c,8670
pydam_c,8669
pydxn_c,8671
q8_c,61683
rhcys_c,90364
ru5p__D_c,58121
ru5p__L_c,6296
s17bp_c,9081
sarcs_c,9029
scl_c,9167
sertrna_sec_c,74589
skm_c,9133
skm5p_c,9134
sl26da_c,7342
slnt_c,9090
so2_c,9351
so3_c,9344
sucbz_c,44788
sucglu_c,7373
sucgsa_c,7374
sucsal_c,9305
sulfac_c,58824
tagur_c,59451
tartr__L_c,45866
tcynt_c,9550
tdcoa_c,9475
tddec2eACP_c,10725
tdec2eACP_c,10724
thdp_c,864
thex2eACP_c,10727
thf_c,9482
thm_c,9530
thmmp_c,9533
thmnp_c,71177
thmpp_c,9532
thptdn_c,9487
thym_c,9580
tmrs2eACP_c,10735
tpalm2eACP_c,10729
tre6p_c,58429
trnaala_c,29170
trnaasn_c,29172
trnaasp_c,29186
trnagln_c,29168
trnaile_c,29174
trnaleu_c,29169
trnalys_c,29185
trnamet_c,29173
trnaphe_c,29184
trnatyr_c,29182
trnaval_c,29183
trp__L_c,9769
trptrna_c,6312
tsul_c,9569
tungs_c,46502
tyr__L_c,9800
tyrtrna_c,6318
u23ga_c,82845
uacgam_c,9823
uacmam_c,9824
udcpp_c,9864
udpLa4n_c,58708
udpLa4o_c,58710
udpgal_c,9811
udpgalfur_c,67118
udpglcur_c,9846
ugmd_c,9831
unagamu_c,62960
urate_c,9885
urdglyc_c,9891
val__L_c,87977
valtrna_c,6322
xdp_c,59884
xtsn_c,27327
xu5p__D_c,57737
xyl__D_c,65327
xylu__D_c,6326
12ppd__R_e,44863
23camp_e,823
23ccmp_e,824
23cgmp_e,825
23cump_e,826
23dappa_e,876
2ddglcn_e,57990
34dhpac_e,27978
3cmp_e,60875
3gmp_e,60732
3hcinnm_e,47928
3ump_e,60784
4abut_e,59888
5dglcn_e,58143
LalaLglu_e,61565
ac_e,40486
acac_e,40507
acgal1p_e,61970
acmana_e,7141
ade_e,40579
adn_e,40911
ala__D_e,57416
alaala_e,57822
alltn_e,74345
arbt_e,2806
arbtn_fe3_e,58396
arg__L_e,6185
ascb__L_e,43473
asn__L_e,6191
ca2_e,48760
cbl1_e,60488
cgly_e,61694
chol_e,72322
chtbs_e,701011
cit_e,79399
co2_e,48829
cobalt2_e,48828
cpgn_e,83101
cu_e,49552
cyan_e,5786
cynt_e,3968
dad_2_e,4405
damp_e,58245
dcmp_e,57566
dgsn_e,4412
dms_e,4611
dmso_e,4612
dopa_e,59905
etha_e,57603
ethso3_e,61909
f6p_e,57634
feenter_e,70745
for_e,5145
fum_e,5190
fusa_e,71321
g3pg_e,61933
g6p_e,61548
gal_e,42741
gal_bD_e,42889
gal1p_e,58336
galct__D_e,5250
galctn__D_e,4132
galctn__L_e,53071
gam6p_e,58725
gly_e,57305
glyb_e,41139
glyc3p_e,57597
gmp_e,58115
gthrd_e,57925
gtp_e,57600
h2o2_e,5586
h2s_e,5787
hxa_e,5702
inost_e,52772
ins_e,5927
kdo2lipid4_e,60365
lac__D_e,43701
lac__L_e,422
leu__L_e,6260
lipoate_e,83088
lys__L_e,6264
lyx__L_e,62321
mal__D_e,44073
mal__L_e,423
malttr_e,6672
man_e,4208
man6p_e,58735
manglyc_e,851
melib_e,6733
meoh_e,6816
metsox_R__L_e,6272
mmet_e,8965
mn2_e,49749
mobd_e,6967
na1_e,9175
nac_e,7559
nh4_e,7435
nmn_e,7557
no_e,7583
no3_e,7580
o2_e,7860
ocdca_e,45710
octa_e,44501
orn_e,7784
orot_e,7787
pacald_e,8084
pheme_e,60344
pi_e,7793
pnto__R_e,7916
ppal_e,8468
ppt_e,8154
pydam_e,8669
pydxn_e,8671
skm_e,9133
slnt_e,9090
so2_e,9351
so3_e,9344
sulfac_e,58824
tartr__L_e,45866
tcynt_e,9550
thm_e,9530
thym_e,9580
trp__L_e,9769
tsul_e,9569
ttrcyc_e,9474
tungs_e,46502
tym_e,9799
tyr__L_e,9800
uacgam_e,9823
udpgal_e,9811
udpglcur_e,9846
val__L_e,87977
xtsn_e,27327
xyl__D_e,65327
12ppd__R_p,44863
1agpe180_p,83047
1agpg140_p,73092
1agpg180_p,73091
1agpg181_p,72952
1odecg3p_p,74850
1tdecg3p_p,72683
23camp_p,823
23ccmp_p,824
23cgmp_p,825
23cump_p,826
23dappa_p,876
2agpe180_p,133145
2ddglcn_p,57990
34dhpac_p,27978
3cmp_p,60875
3gmp_p,60732
3hcinnm_p,47928
3ump_p,60784
4abut_p,59888
5dglcn_p,58143
LalaLglu_p,61565
ac_p,40486
acac_p,40507
acgal1p_p,61970
acmana_p,7141
ade_p,40579
adn_p,40911
ala__D_p,57416
alaala_p,57822
alltn_p,74345
arbt_p,2806
arbtn_fe3_p,58396
arg__L_p,6185
ascb__L_p,43473
asn__L_p,6191
ca2_p,48760
cbl1_p,60488
cgly_p,61694
chol_p,72322
chtbs_p,701011
cit_p,79399
clpn160_p,104586
clpn161_p,104873
co2_p,48829
cobalt2_p,48828
cpgn_p,83101
cu_p,49552
cyan_p,5786
cynt_p,3968
dad_2_p,4405
damp_p,58245
dcmp_p,57566
dgsn_p,4412
dms_p,4611
dmso_p,4612
dopa_p,59905
etha_p,57603
ethso3_p,61909
f6p_p,57634
feenter_p,70745
for_p,5145
fum_p,5190
fusa_p,71321
g3pg_p,61933
g6p_p,61548
gal_p,42741
gal_bD_p,42889
gal1p_p,58336
galct__D_p,5250
galctn__D_p,4132
galctn__L_p,53071
gam6p_p,58725
gly_p,57305
glyb_p,41139
glyc3p_p,57597
gmp_p,58115
gthrd_p,57925
gtp_p,57600
h2o2_p,5586
h2s_p,5787
hxa_p,5702
inost_p,52772
ins_p,5927
kdo2lipid4_p,60365
lac__D_p,43701
lac__L_p,422
leu__L_p,6260
lipoate_p,83088
lpp_p,6495
lys__L_p,6264
lyx__L_p,62321
mal__D_p,44073
mal__L_p,423
malttr_p,6672
man_p,4208
man6p_p,58735
manglyc_p,851
melib_p,6733
meoh_p,6816
metsox_R__L_p,6272
mmet_p,8965
mn2_p,49749
mobd_p,6967
na1_p,9175
nac_p,7559
nh4_p,7435
nmn_p,7557
no_p,7583
no3_p,7580
o2_p,7860
ocdca_p,45710
octa_p,44501
orn_p,7784
orot_p,7787
pa140_p,84266
pa180_p,83774
pacald_p,8084
pg140_p,60723
pg160_p,75159
pheme_p,60344
pi_p,7793
pnto__R_p,7916
ppal_p,8468
ppt_p,8154
pydam_p,8669
pydxn_p,8671
skm_p,9133
slnt_p,9090
so2_p,9351
so3_p,9344
sulfac_p,58824
tartr__L_p,45866
tcynt_p,9550
thm_p,9530
thym_p,9580
trp__L_p,9769
tsul_p,9569
ttrcyc_p,9474
tungs_p,46502
tym_p,9799
tyr__L_p,9800
uacgam_p,9823
udcpp_p,9864
udpgal_p,9811
udpglcur_p,9846
val__L_p,87977
xtsn_p,27327
xyl__D_p,65327
4hba_c,67410
5mdr1p_c,58533
5mdru1p_c,58548
hmfurn_c,74456
pmcoa_c,57360
10fthf_m,15637
1Dgali_c,689
1p3h5c_c,62612
23camp_c,823
2dhp_m,19545
2doxg6p_c,84760
2hb_c,73709
2hb_e,73709
2hhxdal_c,50626
2hp6mp_m,1109
2mbald_m,19692
2mbtoh_m,48945
2mppal_m,48943
2obut_m,39748
2oxoadp_c,57499
2phetoh_m,8096
34hpl_m,36659
34hpp_x,594665
3c3hmp_m,35128
3c4mop_m,19975
3dh5hpb_c,58373
3dsphgn_c,58299
3hodcoa_x,87561
3hph5mb_m,57916
3htdcoa_x,62614
3mbald_c,8392
3mbald_e,8392
3mop_m,401
3oddcoa_x,62615
3ohxccoa_x,73980
3ophb_5_c,84492
4abz_e,44778
4fumacac_c,30907
4gudbd_c,58365
4h2oglt_c,36148
4h2oglt_x,36148
4hglusa_m,62637
4hpro_LT_m,63137
4mlacac_c,47904
4mop_m,48430
5aop_m,356416
5pmev_c,58146
6dg_c,6733
8aonn_e,57532
Dara14lac_c,4102
L2aadp_c,6161
cysi__L_c,63163
Lkynr_c,67010
N1sprm_c,7357
aacoa_m,57286
abt_c,6184
abt_e,6184
ac_x,40486
acald_m,40533
accoa_m,57288
accoa_n,57288
acg5p_m,7151
acglu_m,87274
achms_c,7667
acorn_m,7368
acrn_c,7669
acrn_x,7669
actn__R_c,43026
acybut_c,28474
adp_g,87518
adp_m,87518
adp_n,87518
adp_v,87518
adprib_m,57967
akg_m,40661
akg_n,40661
ala__L_m,76050
alac__S_m,58476
allphn_c,9889
alpro_m,8951
amet_m,8946
amp_m,47222
amp_n,47222
aprut_c,7222
argtrna_m,6189
asntrna_m,6192
asp__L_m,6193
asp__L_n,6193
asp__L_v,6193
atp_x,57299
b124tc_m,58174
btamp_c,62414
cbasp_n,7257
cbp_n,58228
cdpea_c,57876
ch4s_c,6814
chitos_c,57704
cholp_c,44707
cit_x,79399
cmp_m,60377
co2_x,48829
coa_m,741566
coa_n,741566
coucoa_m,85531
crn_m,6202
ctp_m,58231
dc2coa_x,61406
dd2coa_x,57330
dgdp_n,58595
dhlpro_m,4570
dhnpt_m,71175
drib_c,90761
dudp_n,60471
dump_n,47722
e4hglu_m,6331
epist_c,50586
epist_e,50586
ergst_c,4825
ergst_e,4825
ergst_r,4825
ethamp_c,58190
etoh_m,52092
fad_m,57692
fadh2_m,58307
fe2_m,49599
ficytc_m,8789
fmn_m,58210
frdp_m,50277
g6p_r,61548
gcald_e,5474
gdp_g,65180
gdp_m,65180
gdp_n,65180
gdpmann_g,84881
ggl_c,57500
glc__D_v,4167
gln__L_n,6227
gln__L_v,6227
glu__L_m,76051
glu__L_n,76051
glu__L_v,76051
gluala_c,50619
glx_e,5509
glx_x,5509
glycogen_v,5466
gsn_m,5564
gthox_m,7840
gua_m,5563
h2o2_x,5586
h2o_g,5594
h2o_m,5594
h2o_n,5594
h2o_v,5594
h_g,5584
h_m,5584
h_n,5584
h_v,5584
hexdp_c,58179
hgentis_c,5755
hicit_m,5756
his__L_m,6240
his__L_v,6240
hmgcoa_m,11814
hxc2coa_x,74281
hxdcal_c,5695
iad_c,5904
iamac_c,31725
iamac_e,31725
iamoh_m,43359
ibutoh_m,46645
icit_m,5998
id3acald_m,5902
idp_m,5848
ile__L_m,6255
ile__L_v,6255
ind3ac_c,5905
ind3eth_m,5910
itaccoa_m,6075
itp_m,61402
lanost_c,6374
lanost_e,6374
lgt__S_m,57474
lpro_m,6500
lystrna_m,6267
m2macchitppdol_g,460
mal__L_x,423
mannan_c,6684
mannan_r,6684
melt_c,6732
met__L_m,6829
methf_m,57455
micit_m,57429
minohp_n,58130
n4abutn_c,7386
nad_m,7422
nad_n,7422
nadh_m,7423
nadp_e,7424
nadp_r,7424
nadp_x,7424
nadph_r,7425
nadph_x,7425
nh4_x,7435
nicrnt_m,7561
nmn_x,7557
o2_r,7860
o2_x,7860
oaa_m,7812
ocdca_x,45710
octa_x,44501
od2coa_x,71412
oh1_m,5594
oxag_c,7814
pad_c,25974
pan4p_x,7914
pant__R_m,44662
pap_e,58343
pap_x,58343
pectin_e,7946
pendp_c,57907
pep_m,8147
pepd_c,7990
pepd_e,7990
phe__L_m,8089
pheac_c,31988
pheac_e,31988
pi_r,7793
pi_x,7793
ppi_x,8683
ppmi1346p_c,58130
ppp9_m,8592
pppg9_m,8593
pro__L_m,6286
prpp_m,58017
psphings_c,64124
psphings_r,64124
ptd2meeta_SC_c,8125
pyr_m,8685
q6_m,52971
quln_m,8663
r1p_m,57720
raffin_c,8771
ribflv_m,8843
ser__L_m,9116
sphgn_c,9221
sphgn_r,9221
sprm_c,9219
sprm_e,9219
srb__L_c,6306
srb__L_e,6306
succ_m,9304
succoa_m,9310
tchola_c,9408
tdcoa_x,9475
tglp_c,7346
thmmp_e,9533
thmpp_e,9532
thmtp_c,9534
thr__L_m,6308
thrtrna_m,6309
trdox_m,7845
trdox_n,7845
trdrd_m,15033
trdrd_n,15033
tre_v,46211
trnaarg_m,29171
trnaglu_m,29175
trnahis_m,29178
trnathr_m,29180
trnatrp_m,29181
tyr__L_x,9800
udp_n,9802
ump_m,9849
ump_n,9849
utp_m,9850
zymst_c,27370
zymst_e,27370
2a3pp_c,999
2hymeph_c,974
2mbcoa_c,57336
2mbdhl_c,8929
2mpdhl_c,8930
2ommb_c,28636
3g12dgr_SA2_c,75799
3pop_c,88256
6pthp_c,9113
Sptmyn_c,9215
adcobhex_c,58504
bz_c,41051
cdpglyc_c,58311
decdp_c,87356
dhlam_c,4568
frmd_c,5143
hemeA_c,61715
ibcoa_c,57338
ivcoa_c,57345
lpam_c,83094
malm_c,6652
n6all26d_c,7410
nal2a6o_c,7148
ncam_e,7556
nh4oh_c,7436
sdhlam_c,8971
drib_e,90761
drib_p,90761
4hphac_e,12014
acon_C_e,32805
tcb_e,62517
tton_e,33483
4hthr_e,60904
dxyl_e,621
dxyl_p,621
chit6p_c,64897
tet_e,16853
cysi__L_p,63163
cysi__L_e,63163
4hthr_p,60904
frmd_e,5143
tcb_p,62517
2ameph_e,19470
tet_p,16853
acon_C_p,32805
2ameph_p,19470
frmd_p,5143
pprdn_c,26145
glutar_c,17859
13ppd_e,14902
bz_e,41051
abt__D_e,18333
4hphac_c,12014
4hphac_p,12014
salc_c,26595
galam6p_c,4137
3ntym_e,71233
cellb6p_c,2233
4hoxpac_e,40091
pac_e,8085
acgal6p_c,21503
raffin_e,8771
pac_p,8085
raffin_p,8771
rbl__D_c,4241
dkfp_c,58861
cmpacna_c,13276
3hibutcoa_c,18749
2hyoxplac_c,28478
am6sa_c,15745
amet_n,8946
3oacoa_x,1629
tmp_c,77120
5pg35pg_c,48622
5cmhmsa_c,11586
24dhhed_c,73036
34dhpha_c,41941
4h2kpi_c,73036
Lpipecol_c,61185
34dhcinm_p,36281
34dhcinm_e,36281
34dhcinm_c,36281
R_3hmrscoa_c,74277
3mbzald_c,20122
m_tol_c,10589
cchoxod_c,1132
3mcat_c,18404
34dhbz_c,14955
34dhbz_p,14955
34dhbz_e,14955
T4hcinnm_c,58152
4cml_c,11534
4hbz_e,44949
4hbz_p,44949
p_tol_c,28856
hmccms_c,28027
oxalc_c,12416
2hchd_c,38351
hmccm_c,19613
chols_e,16822
6hnac_c,12219
dhpyr_c,937
thp2c_c,11409
applp_c,20886
pqqh2_c,18356
pqq_c,18315
6a2ohxnt_c,12205
bhb_c,322
bzalc_c,3053
catechol_c,32402
bz_p,41051
caffcoa_c,87136
2hmcnsad_c,19653
catechol_p,32402
catechol_e,32402
chols_c,16822
chols_p,16822
confrl_c,14016
hgbam_c,27914
confrl_e,14016
confrl_p,14016
focytc_c,5033
24dab_c,13044
dh3mchc_c,18951
dh4mchc_c,49008
thbpt_c,26902
lys__D_c,32557
ptal_c,84069
dna_c,13302
3hmbcoa_c,15449
T4hcinnm_e,58152
ga_e,11686
hco3_e,5589
2ahhmd_c,73083
omaketo_c,58142
ga_c,11686
ga_p,11686
gdbtal_c,1832
h2co3_c,13351
mmtsa_c,27821
4hoxoh_c,27530
3mb2coa_c,15486
mucl_c,19379
CCbuttc_c,12801
pre4_c,14869
pre5_c,14874
pre6b_c,14876
pre6a_c,26225
hgbyr_c,24641
adhlam_c,12738
T4hcinnm_p,58152
aa_c,28619
aa_e,28619
ad_e,22159
ad_c,22159
ficytcc553_c,16951
mql6_c,84536
h2co3_e,13351
pser__D_c,21964
ugam_c,78718
dttOX_c,41830
selcys_c,21385
q_c,9852
uaaGgla_c,13343
uaaAgla_c,9869
ptcys_c,18416
ptth_c,25843
mndn_c,27304
uAgla_c,13465
mppp9_c,14552
2mop_c,16256
mi4p__D_c,18384
mi3p__D_c,814
mcbts_c,31870
Ac1PIM1_c,88053
arach_c,28822
PIM6_c,59636
mocdca_c,68565
uGgl_c,16329
uAgl_c,9837
malthp_e,62010
uaaGgtla_c,27202
5oxpro_c,16010
alpam_c,50622
adfdOX_c,14714
co_e,41526
atp_e,57299
3ddgc_c,57839
decdpr_tb_c,67117
codhpre6_c,72780
copre5_c,3793
copre3_c,60060
co_c,41526
fol_c,5140
3ntym_p,71233
34dhpac_c,27978
4h3npac_c,44475
abt__D_c,18333
3hppnl_c,1552
bhb_p,322
2ins_c,19339
d5kg_c,20560
dkdi_c,20887
36dahx_c,18564
udpgalur_c,16085
13ppd_p,14902
13ppd_c,14902
4met2obut_c,1902
2ameph_c,19470
4hoxpac_p,40091
4hoxpac_c,40091
34dhpacet_c,11697
codscl5b_c,52489
cdp4dh6doglc_c,17494
tcb_c,62517
tton_p,33483
2m3osuc_c,58851
3hpimcoa_c,57343
3mb_c,24930
4hbzcoa_c,57356
ahop_c,86403
btoh_c,22936
bzsucc_c,41241
bzsuccoa_c,57253
cdhxfut_c,64252
cro4_c,33143
dhxfut_c,58864
indaccoa_c,57271
n2ppn_c,44443
phitcoa_c,21124
pp2coa_c,57367
pt2coa_c,86441
ptcoa_c,25893
vaccoa_c,57396
3mb_e,24930
4hba_e,67410
btoh_e,22936
bzalc_e,3053
cro4_e,33143
pta_e,44803
3mb_p,24930
4hba_p,67410
btoh_p,22936
bzalc_p,3053
cro4_p,33143
ps160_p,84523
ps180_p,84519
pta_p,44803
glc__bD_c,20999
34dhmald_c,1382
34dhoxpeg_c,1387
bamppald_c,22830
bcryptox_c,10362
zeax_c,27547
bilirub_c,22870
chlld_c,57942
o2_u,7860
pchlld_c,57855
gcarote_c,27740
23dmphol_c,75921
mppp9om_c,6639
omppp9_c,77665
prephytedp_c,58011
zcarote_c,27362
rb15bp_c,57870
udpsq_c,9810
gtocophe_c,12406
avite1_c,46509
dtocophe_c,23607
phllqne_c,45148
hco3_p,5589
co_p,41526
glcglycp_c,57874
dpterol_c,36484
3aib_c,57731
3hxkynam_c,27421
3mox4hpac_c,28111
3moxtyr_c,1582
46dhoxquin_c,1755
5hoxindact_c,20583
acgal1p_c,61970
acgpail_hs_c,21537
ach_c,22197
aflatoxin_c,22271
ascb__L_c,43473
carveol_c,23046
chtn_c,17029
dag_hs_c,18035
debrisoquine_c,94824
dhea_c,93823
dopa_c,59905
estrone_c,17263
gdchola_c,41520
gullac_c,86660
leuktrA4_c,14503
mhista_c,21768
mma_c,34840
nmptrc_c,17166
normete__L_c,6277
paf_hs_c,63915
pcollg5hlys_c,8441
pe_hs_c,14803
perillyl_c,10782
pristanal_c,49189
retinal_c,22348
retinal_11_cis_c,727
retinol_c,8816
retn_c,26536
sl__L_c,402
srtn_c,28790
thcys_c,9551
tym_c,9799
2mcit_e,58853
34dhoxpeg_e,1387
3aib_e,57731
5fthf_e,65340
5mthf_e,2097
ach_e,22197
aflatoxin_e,22271
arach_e,28822
avite1_e,46509
bhb_e,322
bilirub_e,22870
camp_e,58165
carveol_e,23046
chtn_e,17029
dad_5_e,40099
dag_hs_e,18035
debrisoquine_e,94824
dhf_e,57451
fol_e,5140
gdchola_e,41520
gluala_e,50619
leuktrA4_e,14503
mthgxl_e,6875
paf_hs_e,63915
pe_hs_e,14803
perillyl_e,10782
phllqne_e,45148
retinol_e,8816
retn_e,26536
sarcs_e,9029
sl__L_e,402
srtn_e,28790
tchola_e,9408
thf_e,9482
thmtp_e,9534
urate_e,9885
gtocophe_e,12406
35cgmp_g,57746
T_antigen_g,10387
accoa_g,57288
acgal_g,7201
amp_g,47222
chsterol_g,23204
cmp_g,60377
coa_g,741566
glc__D_g,4167
k_g,8345
lcts_g,613009
pa_hs_g,33848
paps_g,58339
udp_g,9802
udpacgal_g,9820
udpg_g,9895
udpxyl_g,57632
ump_g,9849
10fthf_l,15637
3amp_l,60880
acgal_l,7201
acgam_l,7123
acnam_l,7214
ala__L_l,76050
amp_l,47222
chsterol_l,23204
cmp_l,60377
coa_l,741566
cytd_l,41709
dcyt_l,4407
dgmp_l,57673
dtmp_l,63549
fald_l,5142
fuc__L_l,48204
glc__D_l,4167
glcur_l,58720
glu__L_l,76051
gsn_l,5564
h_l,5584
h2o_l,5594
hxan_l,5841
lcts_l,613009
malt_l,6668
pro__L_l,6286
so4_l,9335
thymd_l,9579
udp_l,9802
udpacgal_l,9820
ump_l,9849
uri_l,9893
2aobut_m,78948
2maacoa_m,19687
2mb2coa_m,11614
2mp2coa_m,1208
3hbcoa_m,62611
3hmp_m,18064
3hpcoa_m,58528
3spyr_m,16894
4aabutn_m,20303
L2aadp6sa_m,6162
Lcyst_m,44708
acetone_m,2398
agm_m,58145
ala_B_m,63070
b2coa_m,58669
btcoa_m,57371
btn_m,57586
cbp_m,58228
chsterol_m,23204
creat_m,3910
cys__L_m,6207
cytd_m,41709
datp_m,61404
dcyt_m,4407
dgdp_m,58595
dgmp_m,57673
dgtp_m,61429
ditp_m,61382
dmgly_m,17724
dtmp_m,63549
dttp_m,58370
dudp_m,60471
dump_m,47722
duri_m,46293
dutp_m,61555
fald_m,5142
ficytC_m,5038
focytC_m,8789
glcr_m,42731
gln__L_m,6227
glu5p_m,6230
glutcoa_m,14326
glyc_m,5448
glyclt_m,5475
hdd2coa_m,61526
im4ac_m,12017
im4act_m,5874
imp_m,5849
lald__D_m,340
lnlccoa_m,6480
lnlncacoa_m,74034
mercppyr_m,6767
mmcoa__R_m,57326
msa_m,33190
o2s_m,7710
occoa_m,7724
pa_hs_m,33848
pmtcoa_m,7898
pppi_m,9744
prgnlone_m,26241
prpncoa_m,26301
ptrc_m,8650
pydx5p_m,8668
q10_m,46245
q10h2_m,64183
r5p_m,22413
saccrp__L_m,7406
so4_m,9335
stcoa_m,9256
thymd_m,9579
udp_m,9802
urea_m,9888
uri_m,9893
35cgmp_n,57746
acnam_n,7214
ahdt_n,58462
btn_n,57586
cmp_n,60377
ctp_n,58231
cytd_n,41709
datp_n,61404
dcyt_n,4407
dgtp_n,61429
ditp_n,61382
dna5mtc_n,17493
dttp_n,58370
duri_n,46293
dutp_n,61555
idp_n,5848
itp_n,61402
mi1p__D_n,818
nicrnt_n,7561
o2s_n,7710
pa_hs_n,33848
ppmi12346p_n,58628
pppi_n,9744
seasmet_n,9066
uri_n,9893
utp_n,9850
acrn_r,7669
ahcys_r,8945
atp_r,57299
bilirub_r,22870
bz_r,41051
chol_r,72322
co2_r,48829
dag_hs_r,18035
dhea_r,93823
estrone_r,17263
ethamp_r,58190
for_r,5145
gthrd_r,57925
gullac_r,86660
hxdcal_r,5695
ipdp_r,6037
lanost_r,6374
leuktrA4_r,14503
man_r,4208
meoh_r,6816
nh4_r,7435
pe_hs_r,14803
ppi_r,8683
retn_r,26536
ru5p__D_r,58121
udpglcur_r,9846
xol25oh_r,42972
zymst_r,27370
zymstnl_r,12170
5a2opntn_x,49268
5pmev_x,58146
6a2ohxnt_x,12205
Lpipecol_x,61185
acac_x,40507
ala__D_x,57416
arg__D_x,4106
dcholcoa_x,62989
dhap_x,57642
gdchola_x,41520
gly_x,57305
hpyr_x,5813
ipdp_x,6037
lys__L_x,6264
malcoa_x,6661
mmcoa__S_x,57327
na1_x,9175
ppcoa_x,8479
pristanal_x,49189
sarcs_x,9029
tchola_x,9408
thp2c_x,11409
urate_x,9885
actn__R_e,43026
S2hglut_c,11036
6ax6ax_c,12433
hacon_T_c,80582
Rh3cit_c,72699
2ppoh_c,26280
atrz_c,49479
h3acon_C_c,72711
ch4s_e,6814
ch4_e,29434
ch4_c,29434
h4spt_c,59924
mh4spt_c,64289
dma_c,42136
mcom_c,17827
dma_e,42136
ddhrb_c,37430
ind3ac_e,5905
mma_e,34840
hspmd_c,16554
lppg_c,59435
2saa_c,58246
glc__aD_c,37625
chtbs_c,701011
gal_bD_c,42889
xyl3_c,62797
xylb_c,27342
xyl3_e,62797
xylb_e,27342
clpn160_c,104586
clpn161_c,104873
citr__L_e,66922
udcpp_e,9864
10fthf_h,15637
10fthfglu__L_c,19110
13Shocdcy1829Z11Ea_c,34154
1acpc_c,19028
1agpe180_c,83047
1btol_c,28885
2ahethmpp_h,58939
2ahethmpp_m,58939
2cpr5p_h,58613
2dhp_n,19545
2h34hppr_c,12016
2h3oppan_m,57978
2mhop_m,45938
2obut_h,39748
2pg_f,88350
2pg_h,88350
2pg_m,88350
2pglyc_h,58033
3c3hmp_h,35128
3dhq_h,42078
3hdcoa_m,62616
3hddcoa_m,62558
3hhcoa_m,62075
3hhdcoa_m,62613
3hmoa_h,11812
3hmop_h,49257
3hocoa_m,62617
3mbdhl_m,8931
3mhtpp_m,80220
3mop_h,401
3odcoa_m,62548
3ohcoa_m,62418
3ohdcoa_m,57349
3oocoa_x,62619
3opalmACP_h,1639
3opcoa_c,1652
3otdcoa_m,62543
3pg_f,58272
3pg_h,58272
3pg_m,58272
3spyr_h,16894
4hpro_LT_g,63137
4mop_h,48430
4ogm_c,30883
56dh5flura_c,80624
5aizc_h,77657
5aop_h,356416
5apru_h,59551
5flura_c,46345
5flura_e,46345
5hiu_m,12137
5houdic_m,31132
5mta_h,44181
5mta_m,44181
6mpur_c,94796
6mpur_e,94796
6pgc_h,58759
6pgl_h,57955
6txan5mp_c,80612
aact_x,58320
ac_s,40486
acald_h,40533
acaro_h,10215
accoa_h,57288
acser_h,7668
acser_m,7668
actp_h,46262
actp_m,46262
adp_f,87518
adp_h,87518
adpglc_h,57498
aflbala_c,80626
agm_n,58145
air_h,58592
akg_h,40661
ala_B_h,63070
alac__S_h,58476
alatrna_m,6172
alltt_m,30837
amet_g,8946
amet_h,8946
ametam_h,8947
ametam_m,8947
amp_h,47222
anxan_u,27867
ap4a_n,7875
apofetn_h,2784
apotfen_h,2786
apppa_n,12728
ascb__L_u,43473
asn__L_x,6191
asp__L_h,6193
aspsa_h,6194
B_ara1p_c,15807
bathorhodopsin_s,2998
bcryptox_u,10362
bhb_x,322
biliverd_h,41124
btal_h,3233
btcoa_h,57371
bvite_h,22855
caro_h,40987
cbasp_m,7257
Ncbmpts_m,12497
Ncbmpts_n,12497
cbp_h,58228
cholphya_h,3631
chlb_u,3632
chlld_u,57942
chldb_u,38209
cmp_h,60377
coa_h,741566
cpppg1_h,62631
crpxan_u,65244
ctp_h,58231
cyart_c,17030
cyeuol_c,4000
cys__L_h,6207
cyst__L_h,6205
db4p_h,50606
dcamp_h,7405
dcaro_h,27705
ddcacoa_m,6392
dhretinol_s,52075
dmlz_h,58201
dmpp_h,8394
dnac_n,4301
dvchlda_h,83349
dvpchlda_h,29578
egly_e,57440
eig3p_h,58278
epm_h,4808
etoh_h,52092
f1p_h,58674
f6p_B_h,16084
fad_h,57692
fadh2_h,58307
fdp_B_c,28013
fdxox_h,7836
fdxox_m,7836
fdxrd_h,8792
fdxrd_m,8792
fe2_h,49599
fe3_h,49595
fgam_h,58426
fgam_m,58426
ficytb5_c,14243
ficytc_h,8789
focytc_x,5033
for_x,5145
fpram_h,971
frdp_h,50277
frmd_x,5143
fru_B_h,42560
g1p_h,58601
g3p_f,59776
g3p_h,59776
g3p_m,59776
g6p_A_h,42748
g6p_A_n,42748
g6p_B_h,58247
gar_h,58457
gar_m,58457
gcarote_u,27740
gdp_h,65180
ggchlda_u,64668
ggdp_h,58756
Glc_aD_c,42802
glcn_h,42715
gln__L_h,6227
glu1sa_h,57501
glu5sa_x,6225
glu__L_h,76051
glyald_h,4186
glyc_h,5448
glyclt_h,5475
glyc__R_h,41990
glyc__R_m,41990
glytrna_m,5503
grdp_h,58057
gthox_h,7840
gthrd_u,57925
h_f,5584
h_h,5584
h2_h,5785
h2_m,5785
h2o_f,5594
h2o_h,5594
