kegg_id,Keq,stdev,bigg_id
R07905,7.01E-16,2.44E-01,
R07906,9.30E-16,2.44E-01,
R07907,6.52E-31,5.94E-02,
R07909,2.04E+54,1.69E-01,
R07910,2.97E+00,1.50E-01,
R07911,1.09E+11,1.18E-01,
R07912,1.18E+11,1.18E-01,
R07913,8.55E+10,1.18E-01,
R07916,6.58E+16,2.08E-02,
R07918,2.44E-01,2.99E-02,
R07923,1.13E+11,1.18E-01,
R07924,1.56E+12,2.17E-02,
R07925,2.34E+24,4.88E-04,
R07931,2.15E+01,2.26E-03,
R07932,3.61E+02,1.50E-01,
R07934,7.74E-09,7.88E-02,
R07935,7.54E-01,3.10E-01,
R07936,2.46E-04,4.65E-01,
R07937,1.87E-06,3.36E-01,
R07938,4.27E+00,1.50E-01,
R07939,3.81E+73,5.48E-02,
R07944,2.15E+01,2.26E-03,
R07945,3.97E+35,2.34E-01,
R07947,7.71E-08,5.07E-03,
R07949,9.31E+71,5.07E-03,
R07950,7.74E-09,7.88E-02,
R07951,7.54E-01,3.10E-01,
R07952,2.46E-04,4.65E-01,
R07953,1.87E-06,3.36E-01,
R07954,2.65E+73,5.48E-02,
R07955,5.26E+73,5.48E-02,
R07956,7.87E+73,5.48E-02,
R07957,2.65E+73,5.48E-02,
R07958,3.81E+73,5.48E-02,
R07961,1.28E+73,5.48E-02,
R07962,1.92E+73,5.48E-02,
R07963,1.33E+73,5.48E-02,
R07964,2.00E+73,5.48E-02,
R07965,6.18E+73,2.00E-02,
R07966,9.25E+73,2.00E-02,
R07967,6.18E+73,2.00E-02,
R07968,9.25E+73,2.00E-02,
R07971,2.65E+73,5.48E-02,
R07972,3.81E+73,5.48E-02,
R07973,2.65E+73,5.48E-02,
R07974,3.97E+73,5.48E-02,
R07977,1.29E+20,2.55E-02,
R07978,1.40E+20,2.55E-02,
R07979,1.29E+20,2.55E-02,
R07980,3.80E+11,5.94E-02,
R07981,5.19E+27,4.90E-05,
R07982,4.00E+08,9.31E-04,
R07983,1.47E+68,1.05E-02,
R07984,5.99E-17,3.97E-02,
R07985,1.11E+04,4.46E-01,
R07986,2.23E+01,3.11E-02,
R07993,4.38E+80,2.26E-02,
R07994,3.97E+35,2.34E-01,
R07995,2.39E+17,2.44E-02,
R07996,4.38E+80,2.26E-02,
R07997,4.38E+80,2.26E-02,
R07998,6.98E-02,2.86E-01,
R07999,6.98E-02,2.86E-01,
R08000,1.77E+10,3.23E-01,
R08001,1.77E+10,3.23E-01,
R08002,3.07E+77,5.94E-02,
R08003,9.59E+12,4.30E-02,
R08004,2.00E-15,2.44E-01,
R08006,2.71E+54,1.69E-01,
R08007,2.71E+54,1.69E-01,
R08011,4.14E+35,2.34E-01,
R08012,8.58E-16,2.44E-01,
R08021,1.18E+11,1.18E-01,
R08022,2.51E+02,2.35E-02,
R08026,3.27E+20,1.33E-01,
R08028,2.89E+09,1.99E-01,
R08029,7.01E-16,2.44E-01,
R08031,8.58E-16,2.44E-01,
R08032,3.07E+77,5.94E-02,
R08036,1.48E+03,8.54E-02,
R08040,5.95E+135,1.92E-02,
R08041,6.60E-72,5.48E-02,
R08050,4.20E+80,2.26E-02,
R08051,1.86E+08,1.45E-02,
R08052,5.30E+08,1.63E-02,
R08056,2.19E+07,3.80E-01,
R08058,2.12E+05,7.27E-02,
R08060,1.03E+04,1.45E-02,
R08061,1.20E+05,3.65E-01,
R08062,4.22E+04,3.65E-01,
R08063,1.20E+05,3.65E-01,
R08064,4.22E+04,3.65E-01,
R08065,1.44E-01,2.64E-01,
R08067,1.44E-01,2.64E-01,
R08069,3.07E+02,3.80E-01,
R08070,3.07E+02,3.80E-01,
R08071,3.07E+02,3.80E-01,
R08072,4.46E-01,1.39E-01,
R08073,4.46E-01,1.39E-01,
R08074,4.46E-01,1.39E-01,
R08075,1.12E+02,1.56E-01,
R08076,2.05E+03,1.84E-01,
R08079,3.07E+02,3.80E-01,
R08080,4.46E-01,1.39E-01,
R08083,6.00E-05,4.46E-01,
R08084,6.00E-05,4.46E-01,
R08085,6.00E-05,4.46E-01,
R08086,3.03E+06,4.12E-01,
R08087,3.03E+06,4.12E-01,
R08088,4.43E+01,2.09E-03,
R08090,1.50E+00,3.36E-01,
R08091,5.36E+05,3.36E-01,
R08092,7.74E-09,7.88E-02,
R08093,1.33E+00,3.10E-01,
R08094,2.36E-04,4.65E-01,
R08095,5.36E+05,3.36E-01,
R08096,3.03E+06,4.12E-01,
R08097,4.17E-05,2.09E-03,
R08116,7.27E-02,5.94E-02,
R08117,3.61E+02,6.75E-04,
R08124,6.38E+01,3.80E-01,
R08126,1.72E+32,2.54E-01,
R08127,3.44E-08,9.64E-02,
R08128,1.03E+02,1.76E-01,
R08129,1.95E+55,2.25E-01,
R08131,6.49E+08,2.26E-03,
R08132,4.75E+67,1.57E-03,
R08133,1.03E+29,5.24E-01,
R08134,7.77E+27,6.68E-01,
R08135,6.84E+29,4.12E-01,
R08136,2.28E+32,1.64E-03,
R08137,1.59E-07,1.78E-03,
R08138,7.77E+27,6.68E-01,
R08139,6.84E+29,4.12E-01,
R08140,1.27E+01,2.98E-01,
R08141,1.27E+01,2.98E-01,
R08142,3.33E+27,5.92E-01,
R08143,3.33E+27,5.92E-01,
R08147,4.66E-27,2.34E-01,
R08148,2.44E+73,3.11E-02,
R08149,9.97E+00,5.94E-02,
R08150,9.97E+00,5.94E-02,
R08152,8.95E-04,8.54E-02,
R08153,8.95E-04,8.54E-02,
R08154,2.23E+01,3.50E-01,
R08155,3.33E+27,5.92E-01,
R08156,3.16E+31,8.20E-02,
R08165,8.65E-06,2.36E-03,SEPHCHCS
R08166,4.68E+22,4.48E-02,
R08168,7.80E+76,8.57E-03,
R08171,3.31E+04,2.66E-03,
R08172,7.22E+00,2.26E-03,
R08174,2.40E+04,2.09E-03,PTE8x
R08175,2.40E+04,2.09E-03,
R08176,2.40E+04,2.09E-03,
R08177,2.83E+03,1.19E-04,FACOAE1829Z12Z
R08178,2.40E+04,2.09E-03,FACOAE1839Z12Z15Z
R08179,2.40E+04,2.09E-03,
R08180,2.40E+04,2.09E-03,
R08181,2.40E+04,2.09E-03,
R08182,2.40E+04,2.09E-03,
R08183,2.12E+04,4.01E-05,
R08184,2.40E+04,2.09E-03,
R08185,2.40E+04,2.09E-03,
R08186,2.40E+04,2.09E-03,
R08187,2.40E+04,2.09E-03,
R08188,2.40E+04,2.09E-03,
R08189,2.40E+04,2.09E-03,
R08190,2.40E+04,2.09E-03,
R08191,2.40E+04,2.09E-03,
R08192,2.40E+04,2.09E-03,
R08193,5.26E-02,1.00E-01,
R08194,5.26E-02,2.86E-01,
R08195,2.74E+00,1.76E-01,
R08196,2.74E+00,1.76E-01,
R08197,5.92E-01,1.01E-02,ARUH
R08198,1.10E-04,2.34E-01,
R08199,6.08E+03,4.48E-02,
R08200,1.23E+12,9.25E-02,
R08201,1.13E+01,1.13E-01,
R08208,2.39E-08,2.07E-01,SPRn
R08209,1.68E-11,7.56E-02,
R08210,2.33E-12,7.56E-02,
R08211,4.39E+29,3.24E-02,
R08213,2.71E+04,8.89E-02,AKGCAL
R08214,2.75E-01,8.20E-02,
R08215,2.75E-01,8.20E-02,
R08217,4.62E-37,3.82E-03,COBS
R08221,7.15E+03,2.16E-01,
R08222,2.17E-02,2.16E-01,
R08227,3.64E+00,1.18E-01,56DH5FLURAAMH
R08228,4.70E+08,2.87E-02,AFLBURPPAAMH
R08229,4.79E+02,1.44E-01,
R08230,5.21E+01,7.56E-02,
R08231,1.74E+04,1.39E-01,5FLURAPRT
R08232,1.32E+02,3.80E-01,
R08233,1.32E+02,3.80E-01,
R08238,1.67E+04,1.39E-01,
R08247,4.65E-01,4.65E-01,
R08252,7.93E-29,1.84E-01,
R08259,2.08E+11,1.04E-01,
R08260,1.20E-07,9.64E-02,
R08267,3.07E+77,5.94E-02,
R08268,3.25E+22,2.09E-03,
R08269,3.25E+22,2.09E-03,
R08270,3.07E+77,5.94E-02,
R08271,6.26E+69,8.54E-02,
R08272,3.85E+20,6.18E-02,
R08273,2.40E+04,2.09E-03,
R08274,6.26E+69,8.54E-02,
R08293,8.84E+37,2.00E-03,
R08294,3.07E+77,5.94E-02,LIDOMO
R08295,1.08E+00,8.20E-02,MEGLYXYLAMH
R08296,1.00E+36,5.94E-02,
R08297,8.84E+37,2.00E-03,
R08298,3.97E+35,2.34E-01,
R08299,3.82E-03,7.27E-02,
R08300,1.04E+00,8.20E-02,LIDOAMH
R08301,3.97E+35,2.34E-01,
R08302,1.11E+80,4.46E-01,
R08303,3.07E+77,5.94E-02,
R08304,8.28E+70,8.20E-02,
R08306,8.98E-05,4.46E-01,
R08307,3.03E+06,4.12E-01,
R08309,3.20E+02,7.27E-02,
R08310,1.40E+08,9.25E-02,
R08311,7.05E-05,3.51E-02,
R08313,3.07E+77,5.94E-02,
R08315,3.97E+35,2.34E-01,
R08316,3.25E+22,1.85E-03,
R08317,3.97E+35,2.34E-01,
R08318,1.02E-05,4.31E-03,
R08319,1.61E+15,2.88E-03,
R08320,3.82E+35,2.34E-01,
R08321,7.48E-11,3.23E-01,
R08322,6.57E+29,4.12E-01,
R08323,6.62E+02,9.64E-02,7MHTS
R08324,7.85E-01,2.64E-01,
R08325,6.26E+69,8.54E-02,
R08326,2.58E+69,8.54E-02,
R08327,6.26E+69,8.54E-02,
R08328,9.94E+01,8.54E-02,
R08329,6.93E+00,2.64E-01,
R08330,4.18E+07,5.24E-01,
R08331,3.04E+05,1.23E-01,
R08332,4.39E+04,3.50E-01,
R08333,1.51E+60,3.80E-01,
R08334,5.41E+52,5.24E-01,
R08335,4.18E+07,5.24E-01,
R08336,6.93E+00,2.64E-01,
R08337,1.44E+00,3.65E-01,
R08338,1.12E+27,2.64E-01,
R08341,3.25E+22,2.09E-03,
R08342,3.85E+20,6.18E-02,
R08343,3.25E+22,2.09E-03,
R08345,3.85E+20,6.18E-02,
R08346,2.21E+17,1.09E-03,
R08347,2.72E+15,6.46E-03,
R08348,3.59E+16,2.65E-02,DDMCITALOR
R08349,7.13E+29,3.24E-02,CITALALDOR
R08350,2.24E+00,1.77E-02,
R08351,2.24E+00,1.77E-02,
R08352,9.11E+03,1.77E-02,
R08353,9.48E+03,1.77E-02,
R08354,1.36E+04,1.77E-02,
R08355,1.88E+04,1.77E-02,
R08356,6.25E-18,2.03E-07,
R08357,1.83E-13,7.64E-05,
R08365,5.94E-02,2.34E-01,GALAM6PISO
R08368,2.17E-03,1.44E-01,PUNP8
R08370,1.47E+31,1.18E-02,
R08371,#NUM!,5.43E-12,
R08373,7.82E+50,6.77E-05,
R08374,8.04E+04,6.18E-02,
R08375,1.44E-01,2.64E-01,
R08379,6.72E-03,2.54E-01,RDH1a
R08380,1.53E-06,1.24E-04,
R08381,9.20E+00,9.67E-03,
R08382,8.98E-05,4.46E-01,
R08383,6.00E-05,4.46E-01,
R08384,7.13E+29,3.24E-02,
R08385,3.03E+06,4.12E-01,
R08390,2.58E+69,8.54E-02,
R08392,5.29E+71,7.56E-02,
R08393,0.00E+00,1.84E-01,
R08394,2.87E-301,1.76E-01,
R08395,1.65E+45,2.11E-06,
R08396,2.30E+04,1.44E-01,
R08397,0.00E+00,1.09E-01,
R08398,2.87E-301,1.76E-01,
R08399,4.13E-302,1.28E-01,
R08400,5.91E+12,5.94E-02,
R08408,5.12E+19,9.67E-03,
R08411,1.04E+26,1.18E-01,
R08412,5.73E-91,2.87E-02,
R08413,4.34E-80,1.51E-02,
R08414,5.28E-03,1.24E-03,
R08416,2.64E+49,1.13E-01,
R08417,2.73E-11,1.09E-01,
R08424,2.21E-08,5.24E-01,
R08426,7.09E-32,9.34E-05,
R08430,1.13E+00,2.26E-03,
R08432,1.08E+00,2.26E-03,
R08434,1.44E-01,6.42E-01,
R08435,1.79E+70,2.26E-02,
R08436,5.15E-33,6.18E-02,
R08437,8.24E-16,2.44E-01,
R08443,1.17E-87,5.74E-04,
R08444,2.31E-10,1.14E-02,
R08445,7.31E-04,2.09E-04,
R08451,6.12E+01,1.39E-02,
R08452,3.85E+20,6.18E-02,
R08453,9.18E+13,3.23E-01,
R08456,3.27E+20,1.33E-01,
R08457,5.38E-09,8.25E-04,
R08461,1.04E-01,1.50E-01,
R08463,2.10E-43,3.66E-02,
R08464,1.88E-08,5.24E-01,
R08466,1.88E-08,5.24E-01,
R08470,6.71E+10,1.85E-03,
R08471,2.15E-74,7.59E-03,
R08472,2.24E-62,2.87E-02,
R08473,3.64E-13,1.51E-02,
R08474,4.09E-49,1.51E-02,
R08476,1.07E+41,1.84E-02,
R08477,1.83E-25,5.76E-05,
R08478,3.94E-200,8.31E-06,
R08482,7.56E-02,2.44E-02,
R08483,9.94E-24,5.74E-04,
R08484,1.81E-09,2.46E-04,
R08485,1.42E+28,4.33E-04,
R08486,1.80E+06,3.24E-02,
R08487,1.59E+07,3.18E-08,
R08488,3.82E+47,2.16E-01,
R08489,2.52E-36,2.34E-01,
R08492,3.60E+03,4.46E-01,
R08494,3.60E+03,4.46E-01,
R08499,3.60E-09,1.91E-01,
R08502,2.33E+13,3.12E-03,
R08503,2.74E+00,6.68E-01,
R08505,2.58E+69,8.54E-02,
R08509,6.56E-83,1.01E-03,
R08510,2.30E+04,1.50E-01,
R08513,2.79E-18,1.93E-04,
R08515,3.36E-01,3.50E-01,
R08516,2.63E+00,1.91E-01,
R08527,1.32E+63,1.19E-03,
R08528,5.91E+12,5.94E-02,
R08529,4.56E+05,1.39E-01,
R08530,1.18E-01,1.69E-01,
R08531,1.18E-01,1.69E-01,
R08532,1.18E-01,1.69E-01,
R08533,4.31E+10,2.66E-03,
R08534,7.85E-01,1.18E-01,
R08536,3.39E-03,3.95E-01,
R08540,7.93E+46,6.24E-05,
R08541,2.49E+55,2.48E-07,
R08544,1.37E+03,1.44E-01,
R08545,7.32E+58,9.34E-05,
R08548,8.12E+01,3.50E-01,
R08549,5.82E+04,4.48E-02,AKGDm
R08553,2.37E-05,2.26E-02,
R08555,1.13E+01,4.30E-02,ACM6PH
R08561,3.60E+03,4.46E-01,
R08562,3.60E+03,4.46E-01,
R08563,3.60E+03,4.46E-01,
R08566,1.83E+01,2.27E-04,
R08567,2.52E+01,3.26E-04,
R08568,1.61E+03,4.48E-02,
R08569,6.51E+07,1.63E-02,
R08570,6.22E-04,9.64E-02,
R08571,6.41E+12,6.98E-02,
R08572,1.49E+01,5.69E-01,GLYCK2
R08573,1.93E-04,2.34E-01,
R08574,4.29E-01,3.01E-04,
R08575,1.33E+00,3.23E-01,
R08583,6.06E+04,6.46E-03,
R08586,6.84E-108,3.39E-03,
R08587,2.14E+02,8.54E-02,FUTH
R08590,4.06E+03,4.65E-01,
R08591,5.24E-01,1.00E+00,
R08594,2.34E-51,1.84E-01,
R08595,7.99E-44,3.82E-03,
R08596,2.89E-229,4.88E-04,
R08598,3.92E-11,3.23E-01,
R08600,4.36E+06,4.66E-02,
R08601,2.20E+05,5.48E-02,
R08609,1.12E+52,2.44E-02,
R08610,3.97E+85,2.17E-02,
R08611,1.34E+96,2.35E-02,
R08612,3.53E+47,3.36E-01,
R08614,1.57E+47,3.95E-01,
R08615,2.50E+04,1.39E-01,UDPGNP
R08616,3.38E-02,4.68E-03,
R08617,3.41E+20,2.76E-02,
R08619,2.71E+04,3.50E-01,
R08620,7.56E-02,5.92E-01,
R08621,7.58E+10,8.54E-02,
R08623,2.71E+04,3.50E-01,
R08624,7.56E-02,5.92E-01,
R08625,7.58E+10,8.54E-02,
R08627,2.71E+04,3.50E-01,
R08628,7.56E-02,5.92E-01,
R08629,7.58E+10,8.54E-02,
R08631,2.71E+04,3.50E-01,
R08632,5.14E-07,1.77E-02,
R08633,2.48E-06,1.57E-02,
R08634,7.56E-02,5.92E-01,
R08635,6.77E-05,3.11E-02,
R08636,7.58E+10,8.54E-02,
R08637,8.69E+05,3.97E-02,
R08639,1.98E+01,5.46E-01,PGMT
R08640,2.71E+04,3.50E-01,
R08641,7.56E-02,5.92E-01,
R08642,7.58E+10,8.54E-02,
R08644,2.71E+04,3.50E-01,
R08645,7.56E-02,5.92E-01,
R08646,7.58E+10,8.54E-02,
R08648,6.87E+03,2.00E-02,ACHBSm
R08650,3.13E+46,8.92E-03,
R08651,1.71E-04,3.10E-01,
R08653,7.80E+76,8.57E-03,
R08657,1.64E+10,8.54E-02,
R08658,1.67E+03,1.56E-01,
R08659,7.80E+76,8.57E-03,
R08666,7.80E+76,8.57E-03,
R08676,9.57E+00,2.98E-01,
R08677,4.36E-06,3.12E-03,
R08678,1.07E+66,1.93E-03,
R08690,1.28E-14,4.30E-02,
R08695,1.21E+04,5.94E-02,
R08696,2.21E+04,1.09E-01,
R08697,2.30E+04,1.44E-01,
R08698,2.40E+04,2.54E-01,2AMACHYD
R08705,1.90E+01,2.86E-01,
R08709,1.27E+01,2.98E-01,
R08710,1.90E+01,2.86E-01,
R08711,1.90E+01,2.86E-01,
R08714,3.65E-01,2.16E-01,
R08721,7.88E-02,2.98E-01,
R08723,7.88E-02,2.98E-01,
R08724,7.88E-02,2.98E-01,
R08725,8.46E+163,6.46E-03,
R08726,8.46E+163,6.46E-03,
R08727,5.29E+71,7.56E-02,
R08728,7.88E-02,2.98E-01,
R08733,4.62E+01,2.09E-03,
R08738,4.43E+01,2.09E-03,
R08743,2.26E-02,2.09E-03,r0650
R08744,8.07E+03,2.17E-03,BAAT4x
R08745,5.82E+04,2.66E-03,BAAT5x
R08747,5.91E+12,5.94E-02,
R08748,5.91E+12,5.94E-02,
R08749,5.91E+12,5.94E-02,
R08750,5.91E+12,5.94E-02,
R08751,5.91E+12,5.94E-02,
R08752,5.91E+12,5.94E-02,
R08753,5.91E+12,5.94E-02,
R08754,3.67E+10,2.44E-01,
R08755,3.67E+10,2.44E-01,
R08756,3.67E+10,2.44E-01,
R08758,1.52E+07,5.04E-01,
R08759,1.52E+07,5.04E-01,
R08760,1.69E+87,8.20E-02,
R08761,1.69E+87,8.20E-02,
R08764,1.74E+79,2.26E-02,6HNACMO
R08766,7.54E-01,3.10E-01,T4HCINNMFM
R08767,2.05E+02,2.07E-01,4HBZCOAFm
R08768,3.07E+77,5.94E-02,
R08770,2.97E+38,6.44E-02,
R08772,8.46E+01,7.27E-02,
R08773,2.31E+65,8.57E-03,
R08782,2.04E+16,3.66E-02,
R08784,6.84E+29,4.12E-01,
R08786,2.98E+99,9.79E-07,
R08796,7.24E-01,1.79E-06,
R08797,7.54E-01,1.79E-06,
R08798,2.30E-08,1.04E-01,
R08799,2.30E-08,1.04E-01,
R08800,2.30E-08,1.04E-01,
R08801,3.97E+35,2.34E-01,
R08802,3.97E+35,2.34E-01,
R08805,2.66E-03,6.70E-02,
R08806,2.55E-03,6.70E-02,
R08807,3.92E+02,4.54E-06,
R08808,3.92E+02,4.54E-06,
R08809,4.08E+02,4.54E-06,
R08810,4.25E+02,4.54E-06,
R08811,3.27E+20,1.33E-01,
R08812,3.27E+20,1.33E-01,
R08813,1.39E+11,1.18E-01,
R08814,1.39E+11,1.18E-01,
R08815,3.20E+77,5.94E-02,
R08816,1.39E+11,1.18E-01,
R08817,2.51E+02,1.50E-01,
R08818,3.32E-09,3.53E-03,
R08819,1.33E+00,3.65E-01,
R08820,3.19E-09,3.53E-03,
R08821,3.60E-09,3.53E-03,
R08822,1.23E+11,1.18E-01,
R08823,2.62E+01,3.10E-01,
R08824,2.62E+02,1.50E-01,
R08826,2.90E+70,5.72E-03,
R08828,6.58E+66,6.24E-05,
R08830,1.18E+11,1.18E-01,
R08832,7.14E+66,6.24E-05,
R08833,4.53E+07,7.02E-04,
R08834,3.06E-09,3.53E-03,
R08836,1.79E+44,1.51E-02,
R08837,1.89E+27,9.70E-04,
R08838,3.07E+77,5.94E-02,
R08839,7.85E-01,1.18E-01,
R08843,1.34E+10,3.23E-01,
R08844,1.00E+00,3.36E-01,
R08846,1.78E+09,2.54E-01,
R08847,7.77E+27,6.68E-01,
R08848,7.44E+03,2.77E-03,
R08850,1.04E+00,1.44E-01,
R08855,1.07E+04,1.50E-01,
R08856,1.63E-01,1.23E-02,
R08857,3.33E+02,2.17E-02,
R08858,2.15E+01,3.97E-02,
R08861,2.93E+04,3.39E-03,
R08863,6.06E+04,1.13E-01,
R08864,3.07E+15,7.54E-01,
R08878,2.80E-06,1.91E-01,
R08879,2.10E-05,2.44E-01,DKGLCNR2y
R08880,1.24E-03,1.76E-01,
R08881,1.01E-15,2.45E-03,
R08883,1.65E-143,3.40E-04,
R08884,4.62E-99,6.75E-04,
R08885,6.33E-159,3.26E-04,
R08886,6.33E-159,3.26E-04,
R08889,1.43E+64,5.70E-02,
R08890,9.67E-03,7.56E-02,
R08891,1.70E-02,7.56E-02,
R08892,7.88E-02,2.98E-01,
R08894,2.84E+02,3.66E-02,
R08895,1.17E+02,2.44E-01,
R08896,2.19E+19,3.38E-02,
R08897,6.89E+02,1.00E-01,
R08898,3.92E+02,1.50E-01,
R08899,1.11E+04,3.80E-01,
R08900,3.20E+02,3.66E-02,
R08901,2.84E+02,2.44E-01,
R08902,2.11E+19,3.38E-02,
R08903,1.97E+03,1.00E-01,
R08910,7.72E+04,1.28E-01,
R08913,3.77E+76,3.38E-02,
R08918,7.88E-02,2.98E-01,
R08919,7.88E-02,2.98E-01,
R08920,8.30E+69,2.26E-02,
R08922,3.07E+77,5.94E-02,
R08924,1.32E+01,3.10E-01,
R08925,1.17E+64,1.84E-02,
R08926,1.55E+02,1.28E-01,
R08927,3.92E-11,3.23E-01,
R08928,2.34E-51,1.84E-01,
R08929,7.99E-44,3.82E-03,
R08930,1.46E-30,4.12E-01,
R08931,2.57E-05,1.50E-01,
R08935,3.54E-04,9.67E-03,
R08937,6.14E+00,3.24E-02,
R08943,5.29E+71,7.56E-02,
R08945,7.88E-02,2.98E-01,
R08946,2.15E+01,2.44E-01,
R08947,5.05E-02,2.55E-02,
R08948,1.28E+24,2.77E-03,
R08951,1.08E+13,4.30E-02,
R08952,1.28E+11,5.94E-02,
R08954,3.92E+02,2.26E-03,
R08955,1.90E+01,2.86E-01,
R08956,1.34E-03,2.86E-01,
R08957,1.90E+01,2.86E-01,
R08958,1.64E-04,4.46E-01,
R08959,1.64E-04,4.46E-01,
R08960,1.90E+01,2.86E-01,
R08961,5.29E+71,7.56E-02,
R08962,6.40E+00,3.36E-01,
R08963,1.90E+01,2.86E-01,
R08966,6.93E+00,2.26E-02,
R08967,6.40E+00,3.36E-01,ACGALK
R08968,5.23E+00,1.00E-01,
R08972,2.54E+86,1.92E-02,
R08979,1.15E+08,3.97E-02,
R08980,5.26E-02,2.86E-01,
R08982,3.07E+02,3.80E-01,
R08983,3.59E+16,1.07E-08,
R08984,3.03E+106,1.28E-02,
R08985,9.45E-46,1.45E-02,
R08986,3.57E+106,1.28E-02,
R08988,#NUM!,9.98E-13,
R08989,1.13E+13,6.20E-03,
R08990,6.84E+29,4.12E-01,
R08993,2.30E+04,1.44E-01,
R08994,1.54E-09,2.26E-03,
R08995,5.43E-24,2.86E-01,
R09009,4.84E-01,1.70E-02,
R09030,7.85E-01,6.96E-01,ALLPI
R09031,4.82E+00,3.36E-01,ALLULPE
R09039,1.66E-07,1.50E-01,
R09040,1.98E+13,1.13E-01,
R09041,7.66E-31,1.76E-01,
R09042,2.58E+69,8.54E-02,
R09043,1.05E+84,1.09E-03,
R09044,7.77E+27,6.68E-01,
R09045,4.87E+47,3.38E-02,
R09046,2.30E+04,9.28E-03,
R09050,6.84E+29,4.12E-01,
R09051,2.36E-66,3.95E-01,
R09052,5.63E+02,3.11E-02,
R09074,3.74E+16,1.23E-02,RE1537X
R09075,3.90E+16,7.29E-03,
R09076,1.07E+16,8.57E-03,POLYAO3
R09077,1.81E+16,8.57E-03,
R09078,4.06E+03,4.65E-01,
R09079,1.45E+10,1.45E-02,CSPMDDH
R09080,1.92E+10,6.46E-03,
R09081,1.26E+04,8.54E-02,CSPMDDC
R09082,1.21E+04,8.54E-02,
R09083,9.28E+22,1.64E-03,
R09084,6.64E+01,1.76E-01,
R09085,3.76E+02,6.96E-01,
R09086,3.76E+02,6.96E-01,
R09087,3.95E-01,3.65E-01,PMI12346PS
R09088,1.48E-33,5.94E-02,
R09089,9.51E-48,2.98E-01,
R09090,0.00E+00,6.34E-10,
R09091,3.67E-28,3.10E-01,
R09092,1.74E-47,3.53E-03,
R09093,6.64E-24,3.23E-01,
R09094,5.01E+13,7.56E-02,
R09095,1.21E+03,9.64E-02,
R09097,3.48E+01,7.88E-02,MMSAD2
R09098,4.35E+07,5.05E-02,MCMMT
R09099,1.03E+02,9.64E-02,
R09100,1.22E-150,4.12E-01,
R09102,7.77E+27,6.68E-01,
R09103,6.25E+07,5.24E-01,
R09104,2.90E+33,2.34E-01,
R09105,1.01E+10,8.54E-02,
R09106,2.23E+01,2.26E-03,
R09107,2.14E+02,2.00E-02,
R09108,3.33E+27,5.92E-01,
R09109,1.52E+07,5.04E-01,
R09110,2.19E+45,5.24E-01,
R09111,7.01E+09,1.47E-06,
R09112,3.33E+27,5.92E-01,
R09113,1.52E+07,5.04E-01,
R09114,2.19E+45,5.24E-01,
R09117,7.01E+09,1.47E-06,
R09119,1.52E+20,6.02E-06,
R09120,7.01E+09,1.47E-06,
R09121,7.01E+09,1.47E-06,
R09122,2.58E+69,8.54E-02,
R09124,4.06E+03,2.35E-02,TMAMT
R09125,7.86E+61,2.45E-03,PYRDOX
R09126,2.12E+04,8.23E-03,NFMLDF
R09129,1.03E+03,9.64E-02,
R09139,3.76E-48,1.51E-02,
R09141,5.05E+73,7.59E-03,
R09142,3.94E+00,1.45E-02,
R09143,4.07E+40,2.00E-02,
R09144,1.30E+55,2.44E-02,
R09145,3.14E+33,2.44E-02,
R09146,1.35E+32,4.85E-02,
R09147,9.39E+31,1.45E-02,
R09148,2.14E+64,2.08E-02,
R09149,1.52E+07,5.04E-01,
R09150,2.19E+45,5.24E-01,
R09153,2.75E-38,6.70E-02,
R09156,1.69E+25,7.88E-02,
R09158,5.21E+01,4.85E-02,
R09159,3.37E+61,6.46E-03,
R09160,3.37E+61,6.46E-03,
R09161,1.66E+55,1.63E-02,
R09162,4.18E+07,1.63E-02,
R09164,5.21E+01,7.27E-02,
R09165,4.65E+61,6.72E-03,
R09166,3.64E+25,3.39E-03,
R09173,1.11E-06,2.09E-04,
R09176,1.11E-06,2.09E-04,
R09182,1.38E+76,2.09E-03,
R09183,3.36E+12,6.72E-03,
R09184,2.41E+52,2.77E-03,
R09186,7.99E+06,3.65E-01,
R09192,4.26E+01,1.40E-05,
R09195,1.02E+05,1.78E-03,
R09198,5.16E+29,4.12E-01,
R09204,2.82E+66,1.63E-02,
R09205,7.09E+18,1.63E-02,
R09207,5.21E+01,7.27E-02,
R09208,5.21E+01,7.27E-02,
R09209,2.82E+66,1.63E-02,
R09212,7.09E+18,1.63E-02,
R09216,7.09E+18,1.63E-02,
R09219,1.09E-03,6.42E-01,
R09220,1.18E-27,4.33E-04,
R09222,9.36E-18,6.20E-03,
R09224,1.23E+11,3.36E-01,
R09225,5.50E+09,5.70E-02,
R09226,5.05E-14,5.07E-03,
R09227,1.36E+79,2.88E-03,
R09228,8.31E-06,1.28E-02,
R09229,2.88E+10,4.30E-02,
R09237,2.20E+43,6.46E-03,
R09238,1.65E+08,1.91E-01,
R09239,1.55E+14,1.00E+00,
R09244,2.52E+89,2.40E-09,
R09245,2.06E+38,2.01E-04,
R09246,3.49E+25,3.53E-03,
R09247,1.22E+51,1.19E-05,
R09248,7.21E+63,7.09E-07,OCTDPS
R09249,2.52E+89,2.40E-09,DPPS
R09250,2.52E+89,2.40E-09,
R09251,7.21E+63,7.09E-07,
R09252,1.19E-05,4.16E-04,
R09253,2.21E+04,2.07E-01,
